,jur_stn,year,상반기,파출소수,경찰관수,5대범죄발생건,5대범죄검거건,5대범죄검거율,전체인구,전체성비,0대 비율,10대 비율,20대 비율,30대 비율,40대 비율,50대 비율,60대 비율,외국인수,외국인비율,계,초등학교,중학교,고등학교,"대학교(2,3년제)",대학교(4년제 이상),대학원(석박사 과정),받지 않았음(미취학 포함),1인당 담당인구수,기초생활자수,지방세징수액,1인가구비율,절폭신고비율,강살신고비율,교통신고비율,질서신고비율,교통사고발생건,평균출동시간,tot_f_safety,dept_safety,crime_safety, rob_satety_q1,mur_safety_q2,ta_safety_q3,raw_odder_q4,overall_q5
10,수원서부경찰서,2019,0,7,258,1522,825,0.5420499342969777,404995,102.3,0.08729318691738011,0.10032625890339478,0.15487503559711802,0.15834009609987276,0.1716686447415855,0.167189580785293,0.1602495831227685,18728,0.04624254620427413,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1569,0.1037741206681564,509559,0.10010910666666667,0.11795956391469647,0.002996198101568598,0.12745172092554827,0.3381927134476421,742,332,71.0,70.5,73.4,73.0,73.8,68.0,69.8,72.3
11,수원서부경찰서,2019,1,7,258,1843,814,0.4416711882799783,404995,102.3,0.08729318691738011,0.10032625890339478,0.15487503559711802,0.15834009609987276,0.1716686447415855,0.167189580785293,0.1602495831227685,18728,0.04624254620427413,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1569,0.1007716144643761,509559,0.10010910666666667,0.1141773119336172,0.002866033409760891,0.12116497434217707,0.3199585107544492,618,332,70.6,70.6,74.8,73.3,76.2,68.9,67.9,70.7
12,수원중부경찰서,2017,0,7,333,2348,1093,0.4655025553662692,405665,102.4,0.09483597316671542,0.10707512596590292,0.1537474239849597,0.166348944450105,0.17818053633701345,0.1590161348106321,0.14075477651528848,16197,0.03992703338961951,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1218,0.08595269495766211,598246,0.093576221,0.10771781659150292,0.002668121568831339,0.11807851872879382,0.33442581232156954,845,352,69.8,69.5,71.8,71.0,72.5,70.4,66.3,70.5
13,수원중부경찰서,2017,1,7,333,2112,943,0.4464962121212121,405665,102.4,0.09483597316671542,0.10707512596590292,0.1537474239849597,0.166348944450105,0.17818053633701345,0.1590161348106321,0.14075477651528848,16197,0.03992703338961951,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1218,0.028378095226356724,598246,0.093576221,0.10342526694307708,0.002767124390061327,0.11568254696206284,0.3377410211478491,742,352,70.6,70.3,75.8,75.8,75.7,68.7,65.9,71.2
14,수원중부경찰서,2018,0,7,333,2274,1191,0.5237467018469657,406281,102.3,0.09102156717477147,0.1032790933696957,0.15468932421977236,0.1631752407816265,0.17421439840898295,0.1637126356716985,0.14986425651211846,17896,0.044048331081197496,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1220,0.09020603966220424,568278,0.09583447,0.1069613465752786,0.0031706066116473173,0.11262647456520725,0.3415162959854525,882,335,73.3,73.1,77.3,75.9,78.7,68.9,72.6,73.6
15,수원중부경찰서,2018,1,7,333,2163,1129,0.5219602404068423,406281,102.3,0.09102156717477147,0.1032790933696957,0.15468932421977236,0.1631752407816265,0.17421439840898295,0.1637126356716985,0.14986425651211846,17896,0.044048331081197496,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1220,0.08615957920749433,568278,0.09583447,0.10268209308440704,0.002892453326321325,0.09834341309492506,0.3773336839337365,912,335,67.5,67.4,72.8,71.5,74.0,64.4,64.5,67.8
16,수원중부경찰서,2019,0,7,333,1655,1013,0.6120845921450151,404995,102.3,0.08729318691738011,0.10032625890339478,0.15487503559711802,0.15834009609987276,0.1716686447415855,0.167189580785293,0.1602495831227685,18728,0.04624254620427413,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1216,0.1037741206681564,509559,0.10010910666666667,0.09935253862230052,0.0034217104454370363,0.121480965455067,0.33960988403065195,836,332,74.7,74.6,78.4,78.2,78.6,72.5,72.6,75.1
17,수원중부경찰서,2019,1,7,333,2076,1048,0.5048169556840078,404995,102.3,0.08729318691738011,0.10032625890339478,0.15487503559711802,0.15834009609987276,0.1716686447415855,0.167189580785293,0.1602495831227685,18728,0.04624254620427413,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.2859444751864351,0.056419357705838336,0.02252129559809737,1216,0.1007716144643761,509559,0.10010910666666667,0.10486679632728753,0.003098285765977656,0.11576733456963227,0.3330996426794518,773,332,74.5,74.0,79.5,78.0,81.0,69.1,72.9,75.5
18,마산동부경찰서,2017,0,7,185,2025,415,0.20493827160493827,202864,100.9,0.08137471409417146,0.10252188658411547,0.1222986828614244,0.1335722454452244,0.16663873333859136,0.17781370770565502,0.2157553829166338,2770,0.01365446801798249,195344,0.127329224342698,0.1230649520845278,0.35249099025309205,0.14667458432304034,0.19685273159144887,0.023671062331067246,0.029916455074125645,1096,0.1401234324473539,279864,0.0534169526,0.09011426953634327,0.002271198424523391,0.14204143136788616,0.34791591655994125,216,370,68.2,67.2,72.6,71.7,73.5,64.9,63.6,70.3
19,마산동부경찰서,2017,1,7,185,2025,412,0.2034567901234568,202864,100.9,0.08137471409417146,0.10252188658411547,0.1222986828614244,0.1335722454452244,0.16663873333859136,0.17781370770565502,0.2157553829166338,2770,0.01365446801798249,195344,0.127329224342698,0.1230649520845278,0.35249099025309205,0.14667458432304034,0.19685273159144887,0.023671062331067246,0.029916455074125645,1096,0.04664208533796041,279864,0.0534169526,0.08861928829219322,0.0020432521982911567,0.14293872012018485,0.3553872216707532,165,370,69.5,68.8,75.8,74.6,77.0,64.0,65.7,71.2
20,마산동부경찰서,2018,0,7,185,2021,428,0.21177634834240475,197683,100.8,0.07750792936165476,0.10115690271798787,0.120465593905394,0.12802314817156762,0.16378747793184034,0.17985360400236744,0.22916487507777605,2770,0.01401233287637278,195344,0.127329224342698,0.1230649520845278,0.35249099025309205,0.14667458432304034,0.19685273159144887,0.023671062331067246,0.029916455074125645,1068,0.15023547801277806,251555,0.054227713399999995,0.09653237897180443,0.0025632345117763697,0.15118247327948928,0.3580790250036272,186,359,71.2,71.0,74.0,72.4,75.6,67.9,70.7,71.8
21,마산동부경찰서,2018,1,7,185,2021,411,0.2033646709549728,197683,100.8,0.07750792936165476,0.10115690271798787,0.120465593905394,0.12802314817156762,0.16378747793184034,0.17985360400236744,0.22916487507777605,2770,0.01401233287637278,195344,0.127329224342698,0.1230649520845278,0.35249099025309205,0.14667458432304034,0.19685273159144887,0.023671062331067246,0.029916455074125645,1068,0.14210630150291126,251555,0.054227713399999995,0.09377640101379893,0.0016896648831315126,0.1450295691354548,0.3835539284708533,203,359,72.1,71.9,77.5,76.0,79.0,67.5,70.0,72.6
22,마산동부경찰서,2019,0,7,185,1819,455,0.25013743815283124,192446,100.3,0.07366741839269197,0.097060993733307,0.1180227180611704,0.1215873543747337,0.16038265279610905,0.1825031437390229,0.2467341488001829,2871,0.014918470635918647,195344,0.127329224342698,0.1230649520845278,0.35249099025309205,0.14667458432304034,0.19685273159144887,0.023671062331067246,0.029916455074125645,1040,0.1783565259865105,266274,0.0559689138,0.0871453832551703,0.002767740447451373,0.1358883678019528,0.333743368955178,243,365,71.9,71.4,75.8,75.0,76.5,69.4,68.9,73.1
23,마산동부경찰서,2019,1,7,185,1819,396,0.2177020340846619,192446,100.3,0.07366741839269197,0.097060993733307,0.1180227180611704,0.1215873543747337,0.16038265279610905,0.1825031437390229,0.2467341488001829,2871,0.014918470635918647,195344,0.127329224342698,0.1230649520845278,0.35249099025309205,0.14667458432304034,0.19685273159144887,0.023671062331067246,0.029916455074125645,1040,0.17006329048148572,266274,0.0559689138,0.09517443074994776,0.0017129726342176724,0.15019845414664718,0.3259243785251724,213,365,71.7,71.4,77.2,76.1,78.2,66.4,69.9,72.4
24,마산중부경찰서,2017,0,8,142,1432,350,0.24441340782122906,178751,100.1,0.0784051557753523,0.08931418565490543,0.117554587107205,0.13663140346067995,0.1474005739828029,0.17131652410336165,0.2593048430498291,2583,0.014450268809684981,104775,0.13901216893342874,0.11926509186351708,0.3264232879980912,0.1178716296826533,0.2286805058458601,0.026790742066332616,0.04195657361011692,1258,0.15902568377239848,279864,0.0534169526,0.08651577617320072,0.0020706169297000088,0.12480707918018652,0.35320633094670484,268,370,73.4,72.9,79.2,76.7,81.6,69.6,69.1,74.6
25,마산중부경찰서,2017,1,8,142,1432,365,0.25488826815642457,178751,100.1,0.0784051557753523,0.08931418565490543,0.117554587107205,0.13663140346067995,0.1474005739828029,0.17131652410336165,0.2593048430498291,2583,0.014450268809684981,104775,0.13901216893342874,0.11926509186351708,0.3264232879980912,0.1178716296826533,0.2286805058458601,0.026790742066332616,0.04195657361011692,1258,0.05293396960017007,279864,0.0534169526,0.08492766605036195,0.0017952286414129046,0.1261875952008893,0.3619310436861269,184,370,73.6,73.2,79.5,79.0,79.9,70.8,68.9,74.3
26,마산중부경찰서,2018,0,8,142,1458,349,0.2393689986282579,178431,99.7,0.0773071943776586,0.08596039925797648,0.11727222287606975,0.1325890680431091,0.14422942201747455,0.17048046583833526,0.27210518351631724,2873,0.01610146218986611,104775,0.13901216893342874,0.11926509186351708,0.3264232879980912,0.1178716296826533,0.2286805058458601,0.026790742066332616,0.04195657361011692,1256,0.1664452925780834,251555,0.054227713399999995,0.0888268744734625,0.002632687447346251,0.1361099410278012,0.3424073294018534,308,359,72.5,72.5,77.2,76.9,77.4,68.5,71.2,72.6
27,마산중부경찰서,2018,1,8,142,1458,345,0.2366255144032922,178431,99.7,0.0773071943776586,0.08596039925797648,0.11727222287606975,0.1325890680431091,0.14422942201747455,0.17048046583833526,0.27210518351631724,2873,0.01610146218986611,104775,0.13901216893342874,0.11926509186351708,0.3264232879980912,0.1178716296826533,0.2286805058458601,0.026790742066332616,0.04195657361011692,1256,0.1574390100374935,251555,0.054227713399999995,0.08367933567550304,0.0009581603321622484,0.13350367294793994,0.3679335675503034,254,359,72.2,71.9,81.0,79.4,82.5,65.2,68.3,73.1
28,마산중부경찰서,2019,0,8,142,1150,304,0.2643478260869565,177579,99.8,0.0743274824162767,0.08388379256556237,0.11778982875227365,0.1261410414519735,0.14288288592682696,0.16782952939255205,0.2870834952331075,3145,0.017710427471716812,104775,0.13901216893342874,0.11926509186351708,0.3264232879980912,0.1178716296826533,0.2286805058458601,0.026790742066332616,0.04195657361011692,1250,0.1932886208391758,266274,0.0559689138,0.07867757712565839,0.0020221971407072986,0.13558126410835214,0.3445729872084274,325,365,75.4,74.9,80.4,80.8,80.0,70.8,73.2,76.5
29,마산중부경찰서,2019,1,8,142,1150,311,0.27043478260869563,177579,99.8,0.0743274824162767,0.08388379256556237,0.11778982875227365,0.1261410414519735,0.14288288592682696,0.16782952939255205,0.2870834952331075,3145,0.017710427471716812,104775,0.13901216893342874,0.11926509186351708,0.3264232879980912,0.1178716296826533,0.2286805058458601,0.026790742066332616,0.04195657361011692,1250,0.18430107163572268,266274,0.0559689138,0.09004254402498789,0.002261834239862136,0.1266088642360924,0.3426140341429264,286,365,74.2,74.2,80.2,79.8,80.5,69.5,72.4,74.1
30,진주경찰서,2017,0,13,289,1723,828,0.4805571677307023,353209,100.1,0.08707026151655252,0.11425813045533947,0.14003890048101833,0.13033642970592482,0.16274217248144865,0.1592343343459538,0.20624899139036665,5638,0.01596222066821627,239657,0.15045669435902145,0.11282791656408953,0.26811234389147826,0.11548170927617385,0.2673904788927509,0.04277780327718364,0.042953053739302416,1222,0.1956745156550371,391361,0.302666502,0.0962357717910436,0.0035485494311160437,0.15005874044143752,0.3565029911842429,422,370,72.4,71.7,79.9,77.5,82.2,68.9,65.6,73.9
31,진주경찰서,2017,1,13,289,1816,792,0.4361233480176212,353209,100.1,0.08707026151655252,0.11425813045533947,0.14003890048101833,0.13033642970592482,0.16274217248144865,0.1592343343459538,0.20624899139036665,5638,0.01596222066821627,239657,0.15045669435902145,0.11282791656408953,0.26811234389147826,0.11548170927617385,0.2673904788927509,0.04277780327718364,0.042953053739302416,1222,0.06556458074397878,391361,0.302666502,0.09481953926660937,0.003197933012984322,0.1509875819938884,0.3669474322314272,330,370,71.8,71.2,79.9,78.9,80.8,67.2,65.6,73.3
32,진주경찰서,2018,0,13,289,1720,687,0.3994186046511628,352333,100.1,0.08471815015908246,0.10987049183584847,0.14159616045048293,0.12767183318054226,0.15914489985326385,0.1609159516707206,0.2160087190243321,6492,0.018425750639309967,239657,0.15045669435902145,0.11282791656408953,0.26811234389147826,0.11548170927617385,0.2673904788927509,0.04277780327718364,0.042953053739302416,1219,0.19969176886638493,379248,0.305450855,0.09541691306918984,0.003932584269662922,0.14497338852749853,0.3432879952690716,421,359,76.8,76.6,82.0,80.9,83.0,72.0,75.2,77.2
33,진주경찰서,2018,1,13,289,1718,953,0.5547147846332945,352333,100.1,0.08471815015908246,0.10987049183584847,0.14159616045048293,0.12767183318054226,0.15914489985326385,0.1609159516707206,0.2160087190243321,6492,0.018425750639309967,239657,0.15045669435902145,0.11282791656408953,0.26811234389147826,0.11548170927617385,0.2673904788927509,0.04277780327718364,0.042953053739302416,1219,0.19336820564636287,379248,0.305450855,0.09984039723355204,0.00407873736478099,0.15570136549033514,0.3704557545664125,386,359,68.8,68.5,75.9,75.3,76.5,65.4,63.3,69.6
34,진주경찰서,2019,0,13,289,1246,567,0.4550561797752809,354166,99.7,0.08335639220026766,0.1050016094147942,0.14208591451466265,0.1255287068775659,0.15562193999423998,0.1632878367771045,0.2250441883184721,7152,0.02019392036502657,239657,0.15045669435902145,0.11282791656408953,0.26811234389147826,0.11548170927617385,0.2673904788927509,0.04277780327718364,0.042953053739302416,1225,0.2181801753979772,378908,0.31270342100000004,0.08924449516300542,0.003786601654693053,0.15447259900925905,0.36136110174546776,403,365,75.1,74.9,79.2,78.7,79.6,70.3,74.6,75.6
35,진주경찰서,2019,1,13,289,1519,610,0.40157998683344304,354166,99.7,0.08335639220026766,0.1050016094147942,0.14208591451466265,0.1255287068775659,0.15562193999423998,0.1632878367771045,0.2250441883184721,7152,0.02019392036502657,239657,0.15045669435902145,0.11282791656408953,0.26811234389147826,0.11548170927617385,0.2673904788927509,0.04277780327718364,0.042953053739302416,1225,0.21174816329066032,378908,0.31270342100000004,0.08910746172535933,0.0029858610696408185,0.149702877550423,0.3700711337490121,421,365,73.5,72.7,76.8,75.9,77.6,68.4,72.4,75.3
36,진해경찰서,2017,0,6,137,1484,354,0.23854447439353105,186658,105.4,0.1195555507934297,0.1043244864940158,0.10003321582787772,0.1728562397539886,0.17672963387585852,0.14440849039419687,0.18202809416151464,4344,0.023272509080778752,141133,0.1379833206974981,0.11262426222074215,0.34040940106141016,0.14950436822004776,0.20350307865630293,0.02666987876683696,0.029305690377161967,1362,0.1522892134277663,279864,0.0534169526,0.10086646168997504,0.0025026122992812816,0.14105392865286606,0.35416819634610874,264,370,72.0,72.0,78.6,77.4,79.7,69.8,66.8,72.1
37,진해경찰서,2017,1,6,137,1484,427,0.28773584905660377,186658,105.4,0.1195555507934297,0.1043244864940158,0.10003321582787772,0.1728562397539886,0.17672963387585852,0.14440849039419687,0.18202809416151464,4344,0.023272509080778752,141133,0.1379833206974981,0.11262426222074215,0.34040940106141016,0.14950436822004776,0.20350307865630293,0.02666987876683696,0.029305690377161967,1362,0.050691639254679684,279864,0.0534169526,0.09968575639663868,0.002184815564191922,0.14354241382062582,0.3633374267046747,226,370,71.2,70.2,78.6,78.0,79.2,66.9,64.3,73.4
38,진해경찰서,2018,0,6,137,1441,354,0.2456627342123525,190276,105.4,0.11462822426370115,0.1038754230696462,0.10049086590006097,0.16768273455401628,0.17702705543526245,0.14602997750635918,0.1902026529882907,4651,0.024443440055498332,141133,0.1379833206974981,0.11262426222074215,0.34040940106141016,0.14950436822004776,0.20350307865630293,0.02666987876683696,0.029305690377161967,1388,0.156083794067565,251555,0.054227713399999995,0.0903648120060669,0.0021553444559750928,0.15662169713419016,0.3664883850882095,297,359,74.3,74.1,79.1,78.4,79.8,68.2,74.2,74.7
39,진해경찰서,2018,1,6,137,1441,368,0.25537820957668284,190276,105.4,0.11462822426370115,0.1038754230696462,0.10049086590006097,0.16768273455401628,0.17702705543526245,0.14602997750635918,0.1902026529882907,4651,0.024443440055498332,141133,0.1379833206974981,0.11262426222074215,0.34040940106141016,0.14950436822004776,0.20350307865630293,0.02666987876683696,0.029305690377161967,1388,0.1476381677142677,251555,0.054227713399999995,0.09804878048780488,0.0024390243902439024,0.13414634146341464,0.3741463414634145,239,359,72.0,71.6,76.2,75.1,77.2,65.7,72.2,73.0
40,진해경찰서,2019,0,6,137,1196,306,0.2558528428093645,190885,105.7,0.1092961730885088,0.10291012913534328,0.10023836341252587,0.1588652853812505,0.18006129344893526,0.14800010477512635,0.20059197946407525,4917,0.025758964821751315,141133,0.1379833206974981,0.11262426222074215,0.34040940106141016,0.14950436822004776,0.20350307865630293,0.02666987876683696,0.029305690377161967,1393,0.1798150719019305,266274,0.0559689138,0.0938976377952756,0.0013779527559055118,0.14286417322834646,0.3452263779527559,441,365,72.5,72.1,77.9,76.6,79.2,67.0,70.9,73.5
41,진해경찰서,2019,1,6,137,1196,317,0.26505016722408026,190885,105.7,0.1092961730885088,0.10291012913534328,0.10023836341252587,0.1588652853812505,0.18006129344893526,0.14800010477512635,0.20059197946407525,4917,0.025758964821751315,141133,0.1379833206974981,0.11262426222074215,0.34040940106141016,0.14950436822004776,0.20350307865630293,0.02666987876683696,0.029305690377161967,1393,0.1714540168164078,266274,0.0559689138,0.10441962117532784,0.001942690626517727,0.15665641357724894,0.3507635853434785,360,365,72.8,71.9,77.3,75.5,79.0,68.8,69.4,74.8
42,창원서부경찰서,2017,0,6,155,855,328,0.383625730994152,250560,104.7,0.08506146232439336,0.10090597062579824,0.14465197956577264,0.14326708173690933,0.16896551724137931,0.1880308109833972,0.16906529374201787,4834,0.019292784163473808,205920,0.10149087024087024,0.10217074592074593,0.36709887334887337,0.14404137529137528,0.23979700854700856,0.02410159285159285,0.0212995337995338,1616,0.11344987228607918,279864,0.0534169526,0.08654748192543593,0.0019474138251780464,0.1457734662041048,0.3270757280779435,308,370,71.4,71.0,77.8,76.1,79.4,68.1,66.4,72.3
43,창원서부경찰서,2017,1,6,155,969,372,0.3839009287925697,250560,104.7,0.08506146232439336,0.10090597062579824,0.14465197956577264,0.14326708173690933,0.16896551724137931,0.1880308109833972,0.16906529374201787,4834,0.019292784163473808,205920,0.10149087024087024,0.10217074592074593,0.36709887334887337,0.14404137529137528,0.23979700854700856,0.02410159285159285,0.0212995337995338,1616,0.03776340996168583,279864,0.0534169526,0.08669511988978229,0.001650718594760292,0.14770122562410393,0.3340984382966781,287,370,72.8,72.1,78.0,76.6,79.3,67.0,70.5,74.4
44,창원서부경찰서,2018,0,6,155,944,353,0.3739406779661017,251931,104.4,0.08447948049267458,0.09601041555028957,0.1426739861311232,0.1422294199602272,0.16248893546248774,0.19130634975449626,0.180759811218151,5074,0.020140435277913395,205920,0.10149087024087024,0.10217074592074593,0.36709887334887337,0.14404137529137528,0.23979700854700856,0.02410159285159285,0.0212995337995338,1625,0.11788545276285968,251555,0.054227713399999995,0.08834070281591808,0.0026530137305096576,0.14838259250639982,0.33358156853618803,371,359,70.6,70.0,75.8,74.2,77.3,64.9,68.6,72.2
45,창원서부경찰서,2018,1,6,155,861,478,0.5551684088269454,251931,104.4,0.08447948049267458,0.09601041555028957,0.1426739861311232,0.1422294199602272,0.16248893546248774,0.19130634975449626,0.180759811218151,5074,0.020140435277913395,205920,0.10149087024087024,0.10217074592074593,0.36709887334887337,0.14404137529137528,0.23979700854700856,0.02410159285159285,0.0212995337995338,1625,0.1115067220786644,251555,0.054227713399999995,0.08865347086701979,0.0019514914970727628,0.14608307778087534,0.3495957624756064,354,359,69.7,69.2,76.1,75.5,76.7,65.4,65.3,71.0
46,창원서부경찰서,2019,0,6,155,803,520,0.6475716064757161,256001,104.2,0.08338639302190226,0.09156995480486403,0.1401088276998918,0.14137835399080473,0.15779235237362355,0.19426877238760787,0.19144065843492802,5100,0.019921797180479758,205920,0.10149087024087024,0.10217074592074593,0.36709887334887337,0.14404137529137528,0.23979700854700856,0.02410159285159285,0.0212995337995338,1651,0.13407760125937007,266274,0.0559689138,0.0872161960388213,0.0020201133020069386,0.13960739537130562,0.3437266698871371,338,365,74.0,73.2,79.3,79.1,79.5,68.5,71.2,76.0
47,창원서부경찰서,2019,1,6,155,858,337,0.3927738927738928,256001,104.2,0.08338639302190226,0.09156995480486403,0.1401088276998918,0.14137835399080473,0.15779235237362355,0.19426877238760787,0.19144065843492802,5100,0.019921797180479758,205920,0.10149087024087024,0.10217074592074593,0.36709887334887337,0.14404137529137528,0.23979700854700856,0.02410159285159285,0.0212995337995338,1651,0.12784325061230228,266274,0.0559689138,0.09442724458204334,0.0030460401478078496,0.14650953760111854,0.3290222710476381,353,365,74.9,74.7,79.6,78.0,81.2,71.5,72.6,75.3
