,jur_stn,year,상반기,파출소수,경찰관수,5대범죄발생건,5대범죄검거건,5대범죄검거율,전체인구,전체성비,0대 비율,10대 비율,20대 비율,30대 비율,40대 비율,50대 비율,60대 비율,외국인수,외국인비율,계,초등학교,중학교,고등학교,"대학교(2,3년제)",대학교(4년제 이상),대학원(석박사 과정),받지 않았음(미취학 포함),1인당 담당인구수,기초생활자수,지방세징수액,1인가구비율,절폭신고비율,강살신고비율,교통신고비율,질서신고비율,교통사고발생건,평균출동시간,tot_f_safety,dept_safety,crime_safety, rob_satety_q1,mur_safety_q2,ta_safety_q3,raw_odder_q4,overall_q5
54,서울강남경찰서,2017,0,8,421,2330.0,902.0,0.3871244635193133,261257.0,91.8,0.07428126327715621,0.10911669352400127,0.13633701680720514,0.16699839621522106,0.18368694427326349,0.1506275429940633,0.17888133140930196,3827.0,0.014648411334433144,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,620.0,0.1229517295230367,1401459.0,0.151358207,0.07597226443158434,0.00179128947161189,0.14981694161741646,0.2474572646060551,915,243,71.3,70.4,78.5,77.9,79.0,66.2,65.6,73.4
55,서울강남경찰서,2017,1,8,421,2397.0,940.0,0.3921568627450979,261257.0,91.8,0.07428126327715621,0.10911669352400127,0.13633701680720514,0.16699839621522106,0.18368694427326349,0.1506275429940633,0.17888133140930196,3827.0,0.014648411334433144,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,620.0,0.041040048687690664,1401459.0,0.151358207,0.0755830540210809,0.0015204680505576107,0.1514743409341861,0.254507520144216,871,243,75.6,75.0,81.4,80.9,81.9,70.6,72.4,76.9
56,서울강남경찰서,2018,0,8,421,2357.0,1023.0,0.4340263046245227,253905.0,92.2,0.07202693920954688,0.10811523995195052,0.13556842125992005,0.16328351154959533,0.18374785845099545,0.15066855713751207,0.18652054902424134,4407.0,0.01735688544928221,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,603.0,0.12368011657903548,1612863.0,0.15443685599999998,0.08265833059878068,0.0010535223916685378,0.16771731058185524,0.22310495500941266,1038,260,75.1,74.6,82.4,82.5,82.3,67.8,72.6,76.4
57,서울강남경찰서,2018,1,8,421,2233.0,880.0,0.3940886699507389,253905.0,92.2,0.07202693920954688,0.10811523995195052,0.13556842125992005,0.16328351154959533,0.18374785845099545,0.15066855713751207,0.18652054902424134,4407.0,0.01735688544928221,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,603.0,0.12445205884090504,1612863.0,0.15443685599999998,0.08407960199004975,0.0014925373134328358,0.1645771144278607,0.2299502487562189,985,260,73.3,72.2,79.7,79.7,79.6,65.3,70.6,75.9
58,서울강남경찰서,2019,0,8,421,1698.0,1022.0,0.6018845700824499,254599.0,92.3,0.07049110465652918,0.1068757008556576,0.13484708336033652,0.1585843648553905,0.18279886645496168,0.15202111551672332,0.1942894624694864,4862.0,0.0190966971590619,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,604.0,0.14194085601278875,1728928.0,0.1599644595,0.07462757377360281,0.000569313976658127,0.1630293829269064,0.25448334756618274,1193,255,75.5,75.2,82.3,82.1,82.5,68.6,73.9,76.3
59,서울강남경찰서,2019,1,8,421,2252.0,839.0,0.3725577264653641,254599.0,92.3,0.07049110465652918,0.1068757008556576,0.13484708336033652,0.1585843648553905,0.18279886645496168,0.15202111551672332,0.1942894624694864,4862.0,0.0190966971590619,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,604.0,0.13363760266144015,1728928.0,0.1599644595,0.07770212926465872,0.000999566225977406,0.1654187805292043,0.2478358448220584,1039,255,74.1,73.7,83.5,82.2,84.8,65.8,70.9,75.1
4,서울강남경찰서,2020,0,8,421,2211.1666666666665,934.3333333333334,0.4303064328979145,256587.0,92.10000000000001,0.07226643571441076,0.10803587811053644,0.1355841738091539,0.16295542420673562,0.18341122305974022,0.15110573854943288,0.18656378096767656,4365.333333333333,0.017033997980925752,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,609.0,0.1146170687174828,1581083.3333333333,0.165201381,0.10240707876121678,0.001224785662509061,0.07381208288549504,0.29079911015572274,1120,256,,,,,,,,
5,서울강남경찰서,2020,1,8,421,2211.1666666666665,934.3333333333334,0.4303064328979145,256587.0,92.10000000000001,0.07226643571441076,0.10803587811053644,0.1355841738091539,0.16295542420673562,0.18341122305974022,0.15110573854943288,0.18656378096767656,4365.333333333333,0.017033997980925752,491494,0.07547599767240291,0.05779114292341313,0.1877316915364176,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,609.0,0.1146170687174828,1581083.3333333333,0.165201381,0.11309462652830576,0.0015668344806328983,0.07587588616048495,0.28978732148361247,1061,256,,,,,,,,
60,서울강동경찰서,2017,0,9,393,2303.0,1105.0,0.4798089448545376,423978.0,98.1,0.07884843081480643,0.09264867516710773,0.13323096953143795,0.16082674101014674,0.1636311318040087,0.1693436923613961,0.2013878078579549,5887.0,0.013885154418389634,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1078.0,0.13154691988735265,610014.0,0.255476724,0.10281370686766422,0.002891065148105554,0.11168156484990276,0.2844155509883421,740,243,73.7,73.4,80.1,79.7,80.4,72.0,67.6,74.2
61,서울강동경찰서,2017,1,9,393,2023.0,1016.0,0.5022244191794365,423978.0,98.1,0.07884843081480643,0.09264867516710773,0.13323096953143795,0.16082674101014674,0.1636311318040087,0.1693436923613961,0.2013878078579549,5887.0,0.013885154418389634,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1078.0,0.04379000797211177,610014.0,0.255476724,0.09812051856033577,0.002908578891037905,0.11038424760695877,0.2900747633993888,675,243,74.1,74.1,80.9,80.2,81.6,72.2,68.6,74.2
62,서울강동경찰서,2018,0,9,393,2005.0,906.0,0.4518703241895262,414231.0,97.7,0.07542409911377951,0.08970357119578208,0.13240196894969233,0.15823779485359618,0.16088124741991788,0.16874642409669965,0.2145252286767529,6384.0,0.01541169057844536,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1054.0,0.13613177188573525,547799.0,0.264555714,0.09389774382094196,0.002852640188314149,0.1006602964351972,0.25609926389914023,722,260,73.9,73.5,79.6,78.0,81.1,69.0,71.2,75.0
63,서울강동경찰서,2018,1,9,393,1873.0,894.0,0.4773091297383876,414231.0,97.7,0.07542409911377951,0.08970357119578208,0.13240196894969233,0.15823779485359618,0.16088124741991788,0.16874642409669965,0.2145252286767529,6384.0,0.01541169057844536,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1054.0,0.1325009475389336,547799.0,0.264555714,0.08735233553701095,0.002275929337812941,0.09504714425056897,0.28481629998916225,649,260,69.9,69.2,75.9,75.5,76.3,65.3,65.6,71.4
64,서울강동경찰서,2019,0,9,393,1603.0,1001.0,0.6244541484716157,415287.0,97.3,0.07360933523081628,0.0865088480978215,0.13246742614143953,0.15495548861389835,0.15960046907319514,0.16640780953894535,0.2263470804527953,6669.0,0.016058773811845783,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1056.0,0.15945358270304633,703426.0,0.277267819,0.106304580124544,0.003629463134234865,0.107244187331884,0.2705516047017208,715,255,75.1,75.0,79.8,79.1,80.4,72.7,72.3,75.5
65,서울강동경찰서,2019,1,9,393,1923.0,919.0,0.4778991159646386,415287.0,97.3,0.07360933523081628,0.0865088480978215,0.13246742614143953,0.15495548861389835,0.15960046907319514,0.16640780953894535,0.2263470804527953,6669.0,0.016058773811845783,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1056.0,0.1499300483761832,703426.0,0.277267819,0.10125588697017268,0.003641200069771498,0.10677219605791034,0.2702337345194488,664,255,72.6,72.2,76.9,75.9,77.9,69.6,69.8,73.4
6,서울강동경찰서,2020,0,9,393,1955.0,973.5,0.5022610137330238,417832.0,97.69999999999999,0.07596062171980074,0.08962036482023711,0.1327001215408566,0.1580066748258804,0.1613709494323739,0.168165975332347,0.21408670566250107,6313.333333333333,0.015118539602893591,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1062.6666666666667,0.12555887972722715,620413.0,0.284033689,0.07679247747159462,0.0035523050803186627,0.10552435679770145,0.2899307822907144,614,256,,,,,,,,
7,서울강동경찰서,2020,1,9,393,1955.0,973.5,0.5022610137330238,417832.0,97.69999999999999,0.07596062171980074,0.08962036482023711,0.1327001215408566,0.1580066748258804,0.1613709494323739,0.168165975332347,0.21408670566250107,6313.333333333333,0.015118539602893591,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1062.6666666666667,0.12555887972722715,620413.0,0.284033689,0.09425732977950085,0.003769216272245107,0.09948038661389765,0.2852219799154619,598,256,,,,,,,,
66,서울강북경찰서,2017,0,9,347,1729.0,931.0,0.5384615384615384,313698.0,94.6,0.06434213797984048,0.08204387659468661,0.13675254544179433,0.14148002218694414,0.16176386205841287,0.1676835682726699,0.2458542929824226,4443.0,0.0141633035594744,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,904.0,0.2809613067345026,226514.0,0.307052899,0.10645866638924416,0.0018072386377525613,0.08767980012802923,0.2762888815923361,627,243,67.7,66.9,72.1,70.9,73.3,65.6,62.5,69.5
67,서울강북경찰서,2017,1,9,347,1764.0,951.0,0.5391156462585034,313698.0,94.6,0.06434213797984048,0.08204387659468661,0.13675254544179433,0.14148002218694414,0.16176386205841287,0.1676835682726699,0.2458542929824226,4443.0,0.0141633035594744,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,904.0,0.09384822345057986,226514.0,0.307052899,0.10401280299106476,0.001315389644332754,0.08994222005637198,0.2913608399894656,515,243,68.7,68.5,73.5,72.9,74.0,68.7,63.0,69.3
68,서울강북경찰서,2018,0,9,347,1764.0,912.0,0.5170068027210885,309138.0,94.3,0.06043579242927107,0.07795547619509734,0.13990839042757602,0.13778636078385706,0.15701078482748804,0.16909600243257056,0.2577198532694137,4947.0,0.016002561962618636,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,890.0,0.295599376330312,231984.0,0.320436531,0.10741728800419544,0.001801308799051463,0.0805572656588458,0.2713591900950817,605,260,69.4,69.3,73.8,74.3,73.2,65.9,67.7,69.6
69,서울강북경찰서,2018,1,9,347,1626.0,854.0,0.5252152521525215,309138.0,94.3,0.06043579242927107,0.07795547619509734,0.13990839042757602,0.13778636078385706,0.15701078482748804,0.16909600243257056,0.2577198532694137,4947.0,0.016002561962618636,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,890.0,0.28528682983004355,231984.0,0.320436531,0.10571944611679712,0.0018061408789885609,0.06622516556291391,0.2798314268512944,623,260,68.5,67.8,72.4,71.3,73.5,66.0,64.6,70.0
70,서울강북경찰서,2019,0,9,347,1624.0,1034.0,0.6366995073891626,303871.0,93.8,0.05669181988409555,0.07466655258316851,0.14090847761056502,0.13281293706869032,0.15354541894422305,0.17013469531478814,0.2711742811916899,5346.0,0.01759299176295204,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,875.0,0.3386634460017573,234701.0,0.334273349,0.11017910779842027,0.0012014684614528868,0.08274557792857938,0.2829680720881077,659,255,70.4,71.0,72.6,71.1,74.1,71.3,69.2,69.0
71,서울강북경찰서,2019,1,9,347,1891.0,880.0,0.4653622421998943,303871.0,93.8,0.05669181988409555,0.07466655258316851,0.14090847761056502,0.13281293706869032,0.15354541894422305,0.17013469531478814,0.2711742811916899,5346.0,0.01759299176295204,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,875.0,0.3241375452083285,234701.0,0.334273349,0.11510119866378465,0.0014000786009039105,0.08488897622322658,0.27775594419335825,635,255,74.3,74.6,78.5,77.1,79.9,74.2,71.2,73.4
8,서울강북경찰서,2020,0,9,347,1733.0,927.0,0.5369768315304514,308902.3333333333,94.23333333333333,0.06048991676440237,0.07822196845765082,0.13918980449331178,0.13735977334649718,0.15744002194337464,0.16897142200667623,0.25824947581450874,4912.0,0.015919619095015023,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,889.6666666666666,0.2697494545925873,231066.33333333334,0.351951003,0.0761156278229449,0.0018428184281842818,0.11586269196025294,0.3131345980126468,537,256,,,,,,,,
9,서울강북경찰서,2020,1,9,347,1733.0,927.0,0.5369768315304514,308902.3333333333,94.23333333333333,0.06048991676440237,0.07822196845765082,0.13918980449331178,0.13735977334649718,0.15744002194337464,0.16897142200667623,0.25824947581450874,4912.0,0.015919619095015023,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,889.6666666666666,0.2697494545925873,231066.33333333334,0.351951003,0.0907367968582091,0.0024813895781637717,0.11738731169770032,0.28819288407807586,566,256,,,,,,,,
72,서울강서경찰서,2017,0,10,500,2576.0,1167.0,0.453027950310559,581675.0,94.5,0.08326642884772424,0.08393690634804657,0.14172690935659948,0.18193321012592945,0.15957880259595136,0.15575880001719172,0.1937404908239137,8682.0,0.014925860661022047,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1163.0,0.21027205913955388,786714.0,0.294456263,0.09577010652219542,0.0033892940571149666,0.1110582344708746,0.2665995299239512,975,243,66.4,65.6,72.6,70.6,74.5,62.6,60.8,68.2
73,서울강서경찰서,2017,1,10,500,2518.0,1248.0,0.4956314535345512,581675.0,94.5,0.08326642884772424,0.08393690634804657,0.14172690935659948,0.18193321012592945,0.15957880259595136,0.15575880001719172,0.1937404908239137,8682.0,0.014925860661022047,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1163.0,0.07001504276443031,786714.0,0.294456263,0.09382727920842626,0.00306014348007011,0.11316991547175805,0.2768182681929829,890,243,70.4,69.8,76.5,75.4,77.6,67.0,65.3,71.8
74,서울강서경찰서,2018,0,10,500,2446.0,1097.0,0.44848732624693377,578539.0,94.2,0.07964718022466938,0.08090552235890752,0.14248131932332994,0.1809108806839297,0.1574638874820885,0.15481929480985726,0.2037096894072828,9043.0,0.015630752637246583,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1157.0,0.2159785252161047,779750.0,0.30969145800000003,0.09716961641760208,0.003305557468493905,0.10302320776806004,0.2717271537772881,764,260,72.2,71.5,79.1,78.4,79.8,66.5,68.3,73.6
75,서울강서경찰서,2018,1,10,500,2233.0,1053.0,0.4715629198387819,578539.0,94.2,0.07964718022466938,0.08090552235890752,0.14248131932332994,0.1809108806839297,0.1574638874820885,0.15481929480985726,0.2037096894072828,9043.0,0.015630752637246583,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1157.0,0.21047327837881288,779750.0,0.30969145800000003,0.0986971969996052,0.0030596131069877608,0.0870509277536518,0.29273588630082903,737,260,71.4,71.1,78.3,77.9,78.7,69.9,64.5,72.1
76,서울강서경찰서,2019,0,10,500,2034.0,1059.0,0.5206489675516224,574097.0,93.5,0.07562136712088724,0.07860866717645276,0.14463235306925484,0.17618451237334454,0.1565449741071631,0.1528017042416177,0.2155367472744153,9179.0,0.015988587294481594,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1148.0,0.2444970100871456,826542.0,0.330526579,0.09466137002228467,0.003778703613990893,0.10655113707143547,0.2741843951998007,970,255,71.7,71.7,75.9,75.3,76.4,70.8,68.5,71.7
77,서울강서경찰서,2019,1,10,500,2356.0,1038.0,0.4405772495755518,574097.0,93.5,0.07562136712088724,0.07860866717645276,0.14463235306925484,0.17618451237334454,0.1565449741071631,0.1528017042416177,0.2155367472744153,9179.0,0.015988587294481594,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1148.0,0.2346485001663482,826542.0,0.330526579,0.09509688237486026,0.00364861507887219,0.1088218854800646,0.2668767854924854,837,255,70.0,70.3,73.5,74.4,72.6,68.8,68.4,69.2
